web-scraper-order,url,url-href,title,content,up_button,down_button,rating
1702129990-49,第七集以后就不想看了，女主为了自己的利益教唆单位的年轻人去火场取素材，你可以说她敬业精神，敬业为什么不自己去呢…披着新闻职业的外衣玩着深宫的宫斗大戏，只不过不是扎针下药闹绯闻的小玩意了而已，终于知道 TVB 没落的原因了，三观不正,https://movie.douban.com/review/15602983/,第七集以后就不想看了，女主为了自己的利益教唆单位的年轻人去火场取素材，你可以说她敬业精神，敬业为什么不自己去呢…披着新闻职业的外衣玩着深宫的宫斗大戏，只不过不是扎针下药闹绯闻的小玩意了而已，终于知道 TVB 没落的原因了，三观不正,第七集以后就不打算看了，为了第一手素材，忽悠单位的菜鸟去火场取资料，这么敬业为什么自己不去，一部披着新闻职业的老套宫斗剧，整人的玩意从扎针下毒到如今的 PU A，年轻的时候男朋友可以惯着你的胡作非为，岁数大了依旧肆意妄为，所以这就是 TVB 没落的原因，本质还是本质，俗套，丑陋，外加后期的洗白，三观扭曲。,0,0,5
1702130003-50,那些职场里面的震撼人心的发言,https://movie.douban.com/review/15603202/,,在《新闻女王》这部剧中，有许多震撼人心的台词和场面。以下是其中的一些：“新闻报道不是审讯，我们要给予被告公平的待遇，而不是让他们在全民面前丢脸！”——文慧心“传媒可以做很多事，也可以改变很多事，但最重要的是，我们要做有良心的传媒。”——文慧心“我们不是英雄，我们是履行自己义务的警察。”——梁景仁“我们不是圣人，我们只是混蛋。”——余英飞“每个人都有权知道真相。”——张家妍“我们不是在等待下一个新闻，我们是在创造新闻。”——文慧心“我们不能让无辜的人受到伤害。”——许诗晴“在这个圈子里，没有人能独善其身。”——徐晓薇“你看到的只是你想看到的。”——方罗丽嫦“新闻报道不是审讯，我们要给予被告公平的待遇，而不是让他们在全民面前丢脸！”——文慧心这些台词和场面不仅展现了剧中角色的独立思考和坚定信念，也反映了新闻直播行业的责任与担当。同时，《新闻女王》以全香港最大的传媒机构SNK-NEWS为背景，描绘了新闻直播行业的内部竞争和纠葛关系，展现了一个充满挑战和机遇的精彩世界。,0,0,5
1702130022-51,《新闻女王》：女权不应变成另外一种父权——相互尊重的平权才是长久之道,https://movie.douban.com/review/15603718/,《新闻女王》：女权不应变成另外一种父权——相互尊重的平权才是长久之道,"最近赶了两拨热度，一波是中招了不知什么病毒，从嗓子有异物感到高热不超过 48 小时，病程迅猛，在群里一问，身边的人不是刚痊愈就是才中招，小红书点开全世界都是一样的。另一波热度就是烧的浑身疼反而睡不着，才有时间躺在床上追剧，一口气看完了 TVB 网红新剧《新闻女王》，而且全程没有快进 , 有一点回到读书时代的感觉，那时候每天回家看两集 TVB 连续剧就是最开心的事情。一、港剧是 “独立女性” 开山鼻祖说起来，TVB 的职业剧塑造了 80 后一代女孩的价值观。有人说 70 后女孩的爱情观是琼瑶塑造的，爱的火热赤诚毫无保留，也让自己毫无退路。80 后修正了一部分，开始意识到，女人追求事业才能焕发光芒，要做 “独立女性” 才不会被生活将一军的时候无处还手。20 年前港剧《鉴证实录》里的聂宝言、《陀枪师姐》里的三元和娥姐、《刑事侦缉档案》里的武俏君，是那个时代价值观的写照，也是 “独立女性” 这个名词开始具象化深入人心的开始。二、“女权” 成了另一种 “男权”近些年来，这股风似乎越刮越偏，不知什么时候开始，“独立自尊” 慢慢演变成了 “精致利己”，又悄咪咪从 “精致利己” 进化成了 “达尔文主义”。《新闻女王》的大火，即是当下这种价值观的映射。MAN 一边在职场用 “Me too” 打压佐治，一边在自己房间享受她的属下年轻小奶狗生机勃勃的肉体，我很好奇编剧会不会写小奶狗也反水的剧情，下一步是不是男性也要 “Me too” 呢？这让我想起《大明宫词》里武则天给太平公主说的那番话，意思就是很多事无关性别，只在乎谁是手握权力和占据资源的哪一方。家研这个角色，虽然我对她有《金霄大厦》的滤镜加持，但是非常不喜欢她对律师男友的所做作为，不管是试图盗窃（或者已经盗窃）男友客户的保密资料，还是在那个求婚 PARTY 上的敷衍反应。有网友和我争辩说求婚 BALABALA 论证家研没错，我认为这是一个最基本的尊重问题，求婚是否答应或者再考虑一段时间都是个人的权利，但是真诚体面的回应，即便不答应亦不伤人。而剧中家研做了什么？她那两个 “yes” 说得匆忙而敷衍，对众亲友的那种态度，高高在上、毫不在乎，这不是对感情的态度问题，而是对男朋友、对任何一个人最基本的尊重问题。还有那段和佐治分手看得我莫名其妙，一个跑新闻的，难道不知道这社会林子大了什么鸟都有，很多人因为各种原因感情结束了不一定能立即签字离婚，成熟的人看一个人是要看他的基本盘，分析他的性格、衡量三观等，而不是一票否决制。尤其配音乐那个大雨中 “张家研，你要好好爱自己。” 让我起了一身鸡皮疙瘩，你爱错男人难道不是换一个正确的男人来爱，毕竟谁都有看走眼的时候，爱自己是什么鬼？这大雨的含金量还不如依萍问她爸要钱那一场，根本无法打动观众。大家觉得，家研不尊重感情，不尊重伴侣的很多状态，像不像编剧把网络上的渣男故事异性别化了一下？三、平权和尊重才是长久之道很多年前，天涯社区还非常红火的时候，那上面很多高质量的 ID，印象最深有个 ID 叫白色彩色，她有一众粉丝，认识她的时候我刚好 20 多岁，正是三观尚未定型的时候，她说的很多话我到今天还记得。她说，什么女权？我们要的不过是平权。她谆谆告诫很多小女孩一定要好好工作，经济独立，但是她也反对一些心机女算计盘剥男性。她说，女性因为要生育，天然就是弱于男性，要 “正视” 这种弱，上至法律和各项规章制度、下至舆论和意识形态，都应该适度对这种 “弱” 让利，其实这并不是 “女权”，这是平权。其实我认为编剧还是有自己价值观的投射的，例如最新的一集，Man 给诗情上课，情绪激动阻止她结婚生孩子，告诉她华姐嫁了富豪还是离异收场且贫困，告诉她必须好好搞事业才是成功的人生，诗情抓住时机反问一句：“是不是像你这样才叫成功？”访谈里编剧提到过，Man 这个角色自从拍到贼王枪击事件以后，虽然平步青云，但是没有一个晚上睡得着觉（也因此第一时间发现了晓薇偷着播报酒吧新闻），她活得到底有多累，多么紧绷？剧中让人感到温馨和放松的片段都是她在修车行的那些时光，有一个镜头是她吻前男友的下一秒就睡熟了。社会达尔文主义的最大问题是，鼓吹者不能保证自己永远站在强者的位置。社会新闻中，今天无法容忍别人小孩哭的人将来也会自己生小孩，今天无法容忍老人缓慢迟钝领退休金的人自己也一定会步入老年。凡是你加诸于人的，自己必将一一承受。欢迎关注公众号——西瓜太郎的夏日时光",1,0,4
1702130038-52,质疑张家妍，理解张家妍，成为张家妍,https://movie.douban.com/review/15605097/,,张家妍的学历能力都很强，因为想要播真正的新闻，她不在意是播新闻还是跑新闻在上级想要她加入争夺权力的局时她没妥协曼姐，乔治，方太太三方拉拢她都没有选择她选择独善其身，她相信只要自己足够强她就不会受到影响但既然身在这个公司里，背后没有靠山，而且她的能力还很强，最后还是会不可避免的进入到争斗当中，不知不觉就变成谁的棋子，更因为单打独斗即使变成棋子也没有任何人保所以她出局了，去了纸媒，本来她想着，纸媒也可以，纸媒也可以做真相报道结果纸媒的老大告诉她，你写的这些，我们部门没有资源担保你，写完你就要被律师告，公司也不会保你，大概率要去坐牢、赔钱这一刻张家妍开始怀疑自己，坚持不参与内斗，坚持自己可以靠能力在职场上打拼出成绩（做新闻报道），结果换来的是什么换来的是被排挤出电视部，甚至于她最想做的事情都做不了，因为只有电视部有资源有能力能替她免除后顾之忧（报道真相）回到家，她的男朋友说，能力不重要，你最重要的就是生儿育女跟男朋友去应酬，遇到以前同事，以前同事说，你这么拼不就是为了钱吗，现在，你不需要去思考不需要去打拼，钱能翻倍的赚到了冰室，突然发现一直以来在对抗房产商的老板，不坚持了，他说要为了家人收手，不玩了，回归家庭了张家妍很愤怒，这一刻她其实带入了自己就因为家庭，我张家妍就要放弃吗，就要妥协吗？放弃那个曾经坚持的自己，曾经坚持能力能让她实现理想的自己，或者找个简单的工作、或者回归家庭她就满足了吗，就够了吗？最后她失魂落魄的来到了她自己的秘密基地，她想逃避，她不知道如何选择，她只想呆在自己的安全区静一静在看到秘密基地被封，她崩溃了，这个世界连最后一块净土也被悄无声息的霸占，就像是整个世界都没有她立足的地方她回想起了以前播报新闻的种种场景，想到了只有争夺权力才能做她最愿意做的事情，背靠 snk 她没有后顾之忧，她可以尽情去做她想做的事情她张家妍努力了这么久，得到这么多文凭不是想去做富太太的，不能支持她的男人，给她闪边去她张家妍，以前有能力不屑于手段，现在她想明白了，权力才是她能实现她理想的基础，她张家妍现在决定来斗一斗了！,0,0,
1702130053-53,说说我对剧里几个角色的感受吧,https://movie.douban.com/review/15605958/,,朋友圈经常看人刷屏推荐这部剧，忍不住看了，一看就停不下来，好紧凑的剧情，好厉害的剧本，好入戏的演员！必须追！其实就是一家媒体新闻台的职场戏，只不过非常勾心斗角、戏剧化。男女高管和主播、记者们各种职场PUA、撕逼穿小鞋、算计下套，有种全员恶人、个个都满怀心眼两面三刀的感觉。说说我对剧里几个角色的感受吧。Man姐/文慧心典型的ESTJ，事业心女强人，眼里只有事业没有其他。效率第一、工作第一、名利地位第一、极致的利己主义、为达成目的可以不择手段。工作能力极强，什么突发事件都能完美处理。职场霸权主义，对下属有控制欲、会PUA、给一巴掌再给个枣。但因为能力极强，很多人不由自主地想要跟随。公司的顶梁柱，行业的天花板。跟着这种人，你能学到很多东西，但同时工作压力特别大，整天忙个不停、加班加点、熬夜通宵干活、拼命卷。很容易活在这棵大树的阴影之下，成为不被看到的小透明螺丝钉。ESTJ型主管很容易一人独大，形成“强主管、弱团队”。也是办公室权利斗争的中心。有能力的人，哪怕你不想牵涉权力斗争，也会被拉进去。因为能力极强，是公司的台柱，作为女主角的Man姐就没有离开过权力斗争旋涡，每次事件都与她有关。不得不说，佘诗曼的演技一流！一出场，她就是那个新闻女王！晓薇Man姐的助理。一方面Man姐帮她很多、教她很多。但另一方面我又觉得Man姐在给她画饼、PUA她。就目前看下来，感觉晓薇能力非常有限，很多事情搞不定，要做Man姐的接班人太难了。有点痴人说梦。晓薇长相甜美，但性格纠结。试图讨好身边人，无论是Man姐还是乔治，居然背着直系领导Man姐跟Man姐的死对头乔治搞地下恋情、试图搞垮Man姐，有没有脑子？是恋爱脑？还是利益驱使？总之感觉她能力不强、脑子也跟不上。总是一副不知道该怎么办、要找个强人依靠的感觉。乔治Man姐的死对头。显然能力不如Man姐，但一直搞小动作、搞办公室斗争。让人很不舒服。Man姐虽然强势霸道，但很多时候还是在工作、做事。乔治给人的感觉就是：不好好干事、非要搞事情。特别热衷于职场内斗。但也能理解，毕竟传统公司都是封闭型运营状态，内部资源有限，一个萝卜一个坑，一个职位就一个人，公司里有个能力强的人占位，自然要想办法搞垮对方逼走对方，这样自己才有更多机会。所以免不了内斗。这不光是新闻台的职场关系，也是很多传统公司的职场关系——现在很多年轻人都不喜欢搞这样的办公室斗争了，就只想好好干活而已。所以很多深陷办公室斗争的人选择离职，找一份不用勾心斗角的工作。比如我们保险经纪人，连上班打卡考勤都不用，不怎么去公司的，见不着同事的面，都是微信群的网友，偶尔线下见面都对不上名字，怎么内斗？不怕斗错人？许诗晴乔治的助理。虽然Man姐能力比乔治强，但Man姐的助理晓薇的能力就远远不如乔治的助理许诗晴了。要颜值有颜值，要身材有身材，要心机有心机，要手段有手段，要脑子有脑子，智商时刻在线。这要在后宫，Man姐文慧心就是文贵妃，乔治就是乔妃，许诗晴可以从许嫔爬到许妃，但晓薇最多从薇贵人爬到薇嫔就不错了。能力实在有限。有点像祺贵人——祺贵人愚蠢但实在美丽！如果说晓薇被两个大佬耍的团团转，那许诗晴相对来说，就是有勇有谋、头脑清醒、站队成功了——就我目前看到的剧情。明确知道两边都不是好人，只不过是利益驱使而已。良禽择木而栖，就乔治那样沉迷于勾心斗角的人是靠不住的。早晚自己也要被坑。就像曹贵人弃华妃而选莞嫔，不过许诗晴手段没那么毒辣心狠，没那么坑人，所以反而她能比曹贵人活得更长久。要我选助理，肯定选许诗晴。带出去谈业务，一谈一个准。张家妍公司除了Man姐和乔治两个人斗来斗去之外的第三股力量。专业性技术型人才。略有理想主义：追求新闻真相，甚至不管真相背后的代价。没有Man姐那么霸道、没有乔治那么会玩弄人心。就是实实在在想做业务，不想掺和办公室斗争。就像上面说的——有能力的人，不想参与办公室斗争，也会被拉进去的。力量越大、责任越大，逃不掉的。张家妍一直说自己中立，但最终还是被公司拉进去作斗争了。飞爷新闻台的总监，Man姐、乔治、张家妍的直系领导。说实话我之前一直不理解这个飞爷有什么本事能做总监？论能力和专业度，远不如Man姐和张家妍，论人际关系的把控，不如乔治。整天喝奶茶——我怀疑后续剧情他要糖尿病。直到后来方太太的出现我才明白，这个位置，就该找个能力不是最强（能力太强容易功高震主）、但能有效传达最高层领导的意思、且对高层绝对衷心的人——哪怕是个马屁精。就好比慈禧太后身边的李莲英，能琢磨主子的意思、能把主子伺候开心就行。方太太新闻台的最高层领导，背后的资本家——如果是一局游戏的话，她就是最后的大boss。如果是后宫，她不是皇后，而是不可动摇、不可改变的皇帝和太后。方太太是绝对的利益驱使，指挥家ENTJ，是她搞出公司的三股势力——Man姐、乔治、张家妍。哪怕她明知Man姐能力最强、乔治喜欢搞小动作、张家妍不服管教，但这样最好。高层领导是绝对不允许公司里一人独大的，容易功高震主、叛变造反夺权；两个人斗来斗去也不稳定，非此即彼，容易乱、容易走极端；反而三股势力是相对权衡的，有的斗、又不会出大乱子、因为流动性更强。公司最顶层的人，就喜欢看底下人内斗内卷，势力越分散越好，这样顶层才更有权威。好比《甄嬛传》里甄嬛出宫时期，皇后独大，都不把太后放在眼里了。反而华妃在的时候，皇后需要太后撑腰。后来熹妃回宫制衡皇后，太后也有了权威。对方太太印象最深的就是Man姐的功高震主。在方太太家打麻将，大家都说Man姐很厉害，方太太故意喂牌给Man姐，Man姐二话不说就胡牌了——这就是飘了。方太太当场不动声色，但果然后面Man姐就被各种打压了。与此对比的是，后来Man姐主动求和，又是同样的打麻将，方太太再次喂牌给Man姐，二次试探。这次Man姐学乖了，知道老板出的牌不能随便胡，要捧着老板。因此明明可以胡牌，但就是不要，反手给方太太喂牌，方太太胡牌，笑了，说Man姐成长了。看到方太太才明白，Man姐、乔治、张家妍斗来斗去，都是上班族之间的勾心斗角，争的是一份工作、一份收入、一个职位、一个社会地位。而方太太才是上面的管理层、资本家，随随便便就可以翻手为云覆手为雨、决定每个人职业生涯的高低起伏，她笑看大家斗来斗去，不断内卷，给公司创造更多价值，自己坐收渔翁之利。而飞爷，说直白些，就是方太太身边养的一条狗，负责看管底下人斗来斗去——只要不出大乱子就好。除非必要时期，方太太才会出面调整。否则方太太就每天打打麻将娱乐生活了。我们当然是没本事做方太太了。几代人的资本积累。但如果你不想做公司里办公室斗争的牺牲者，不想站队搞事情，只想安安静静简简单单地做好本职工作，厌倦职场内斗，可以考虑保险经纪人——应该没有比我这份工作更简单的职场关系了。《新闻女王》，职场勾心斗角，作为一部剧，很精彩，看得欲罢不能——但如果是现实生活的工作，我立马离职走人，远离办公室内斗！首发于公众号：沪生的码头（追剧《新闻女王》，职场勾心斗角，看得欲罢不能）,0,0,5
1702130066-54,加盐发癫的原因,https://movie.douban.com/review/15606047/,加盐发癫的原因,开始我最喜欢的加盐，有种知世故而不世故的清醒透彻，热爱新闻报道，但是不踩界，尊重茶餐厅荣哥，帮助街坊，并且真实报道新闻，正义感爆棚，不让紫瑶用非法手段拿行车记录仪，也证明她有一直遵守着新闻的底线，但是她彷佛跟世界是割裂的，无法接受规则，无法接受背锅，无法接受报纸部门的运作模式。原来她一直很顺利，家世好，读书棒，男朋友帅气体贴，她实现了马斯洛需求的最高层次，自我实现，义无反顾报道新闻，追求新闻的价值由于她一直很顺利，她看清的一直是这个世界，而唯独没有看清自己，无法与自己和解。真正喜欢飞爷是从他找华姐回来开始，这么多集了，原来他一直执行着方太的话，他真的，我哭死，方太一开始说要第三方势力，弹幕一直说他不适合当总监，但我认为他是所有员工中最贴合职位的1、方太说要有第三方势力，他就各种方法一直拉拢加盐，把老板的话放心上，并且用各种方法认真执行2、容人之量，华姐回归制裁 man 姐后，华姐是喊他阿飞，平时开会也不尊重飞爷，飞爷，也是笑眯眯就过去了3、看人看事情最通透，加盐找他想回归电视部，他说说加盐不会笼络人，撑死请人喝杯奶茶，也用已经喝饱奶茶做比喻，意思是时间不对4、不内耗，明哲保身，做所有事先保存自己，斗生斗死是你们的事，我就在旁边静静的喝奶茶5、情绪稳定，首先 是解决事情，从来不情绪输出，飞爷不会像 man 姐一样，皱眉，怒吼，也不说狠话，他只做对事情有帮助的事，面临着公司可能会被告，佐治说了几句后，飞爷就没事了，很快就散会了其实加盐跟飞爷是有相似之处的，看人看事通透，不内耗，明哲保身，通过佐治与她拍拖的事情公布，她正在采访时候，情绪一直是保持稳定的，并且首先是想马上解决事情，只要她加入第三方势力，锻炼自己的容人之量，和与自己和解，放下自我，是有可能成为女版飞爷的,1,0,4
1702130080-55,高分剧作，值得推荐,https://movie.douban.com/review/15607805/,高分剧作，值得推荐,就只是想来评个高分，如果喜欢职场剧，喜欢 TVB，喜欢阿佘，那就尽管来看这部剧！第一集就很吸引眼球，剧情节奏张弛有度，演员的演技也都很在线，阿佘和马国明的对手戏、飞爷的权衡之术、方太太对电视部的掌控以及配角们的各条线都很到位很精彩，看到后面越来越喜欢诗晴，张家妍一如既往的正直，晓薇的涅槃重生（目前还不知是往好的方面还是往坏的方面）。很期待大结局。,0,0,5
1702130093-56,职场权力争夺战。每角色都有多面性。,https://movie.douban.com/review/15607949/,职场权力争夺战。每角色都有多面性。,man 姐文慧心强势为新闻不顾一切总 pua 下属，张家妍固执心怀新闻理想、不愿站队搞办公室政治后期自私只为自己已经失去本心，许诗晴有野心、徐晓薇努力卑微摇摆不定、刘艳新人记者。第一集职场人被 pua 非常典。“你知不知道，你和 man 用同一款香水，全公司都回避，就你不会，也就是说没人提醒你。换句话说 女人的人缘你没有，女人的直觉你也没有，你怎么跟他们斗。”“你连狗咬人都想象不了，人咬狗的世界不适合你，找个男人嫁了吧。”                                             —第 2 集结束部分“工作重要还是我重要”“你说呢”三分之一理论，一家公司里面通常会有三分之一的人做事，三分之一的人不做事，其余三分之一就妨碍别人做事。记者的责任是记录和报道，不是参与。前 10 集好看职场争斗，后期感情拖沓。佘诗曼演技真好又美又飒。,0,0,4
1702130105-57,喜欢一些女性群像,https://movie.douban.com/review/15608577/,喜欢一些女性群像,虽然很多人觉得新闻女王烂尾人设崩，但我追完后还是觉得是一部很优秀的女性群像剧，编剧没有吝啬笔墨刻画每一个人，所以在我这其实每个角色的动机都是立得住的。文慧心，标准的大女主，有很明显的成长线，从毛头小记者到 man 姐，她有原则，有计谋，有手段，不知道为什么打出这些字的时候总是让我想到甄嬛，职场版甄嬛。张家妍，很复杂的一个角色，我还蛮能理解她的，一个理想主义者在被现实捶打后极速黑化成为了自己曾经最讨厌的人。其实我觉得她很惨的一个地方在于，她好像永远在和这个世界作对，在她不守规矩坚守真相时全世界都不理解她，但是在她接受了规则加入规则来争权时，全世界又都希望她变回去，嗯，一个灭霸式的人物。徐晓薇，我对她算是三观跟着五官走了，导致其实很难客观的评价她，有点聪明但不多，一个瓜六式的人物，虽然愚蠢，但实在美丽。许诗情，我觉得是剧里最清醒的人，非常会审时度势，而且没有误判，能清醒的认识自己的优势以及在每一个最好的时机跳船，聪明，清醒，仿佛拥有上帝视角，我只能说，respect🫡女性可以有手段，可以自私，可以矛盾，可以不顺从，也可以不可爱，不要标签，不要脸谱化，其实合格的女性群像剧从不避讳直击女性的阴暗面和缺点，而是去展示，去分析，去抽丝剥茧 ...,0,0,5
1702130116-58,剧里面其实是五个我,https://movie.douban.com/review/15608870/,剧里面其实是五个我,这剧赚足了我的眼泪，就像电影《头脑特工队》，以主角莱莉的五种情绪视角呈现她的成长经历，这部剧以五个女性新闻人的视角，展现她们在理想和现实、自我和他人、信念和利益之间的抉择和平衡。我可以感同身受她们每个人的处境，因为她们每个人似乎都是部分的我，是我人生路上经历过的所有百转千回。Man 姐是真正的新闻女王，有勇有谋有能力有温度，将理想、现实、自我做到完美平衡，实现甚至超越自我价值，是我们普通个体的终极目标和追求，是会让人热泪盈眶的信仰。与 Man 姐相比，我其实更能理解和感受其他四个女主的心路历程，她们代表了我的不同面向，是一个个活生生的我、是还在困惑中努力拨云的我、是看不清哪个是真正我的我，是想要突破自我追求信仰的所有的我。我是 Cathy，从小镇出来，有爱我也给我很多包袱的家人，努力考上一所还可以的大学，努力在大城市扎根，所有的努力自然而机械，说是为自己努力，其实更像是为家人努力，努力实现爱我的人的价值观需求，为次甚至不择手段，这个我坚强又柔软，想以一己之力照耀和温暖自己爱的人，是忽视了自我活在别人期望里的超我，虽然有时觉得落寞，但也让我充满力量。我也是家妍，有自己的理想和热情，坚守自己的原则和底线，不愿意妥协和屈服于世俗和利益，为了守护我心中那唯一的一方净土，我甚至可以偏执地放下所有，我以为我可以守得住，可是却被现实狠狠打脸了，我只能暂时将骄傲封存，把所有的不甘化作利器，进行反击。所有的人都选择离开我，没有人懂我的困境，我引以为傲的真我却是真正的 stupid。可实际上我是晓薇，在超我和真我的对抗中，我挣扎到没有自我、挣扎地快要疯掉。在超我面前，我卑微乞怜；在本我面前，我惴惴不安。我找不到自己的方向和价值，努力掩饰自己的病态，渴望被救赎，可每次到手的救命稻草却总是会很快破碎掉，在一次次希望和失望中我濒临崩溃，原来一切的一切还是只能靠我自己破局。但我知道，其实我也可以是刘艳，简单纯粹，甚至有点 stupid，不背负太多的道德感，也没有太多的野心，有热爱有原则，但不偏执和理想化，会鲁莽会出错，但从不否定自己，平凡又有魅力，像一棵默默成长的小树，逐渐茁壮。这个我出场不多，总是各种被打压，但是我知道我必须保护好这个我，要让这个我占到我的 C 位，因为这个我才是能通往彼岸的真正的我。Man 姐是那个神圣的彼岸，是神话后的我，是大多数个人一辈子也到达不了的我，但是她的存在，却让我前进的路上有了灯塔。最后，这剧的片尾歌词真是唱到了我心里：我站在山上感受脚下的世界我找到一面镜子，无以名状，困惑不解认不出镜中模糊不清的是谁我尝试擦亮眼睛看清自己因为真的假不了我想抹去尘埃，心思明净纵然难，仍是要尝试永永远远，完完全全，分分秒秒,1,0,5
1702130128-59,新闻女王，很爽的一部港剧。,https://movie.douban.com/review/15609046/,新闻女王，很爽的一部港剧。,"好久没有看如此爽的港剧了。
我记得上一次看港剧还是 10 年前的刑徒使者。
港剧的衰落让我挺难过。
80 后是看着港剧香港电影，台湾电视剧长大的一代人。
曾经那么辉煌的香港影视圈。
衰落的那么快。
这一部新闻女王，可能是 10 年之内最好的香港电视剧。
这里面没有国内的那些帅哥美女。
而且年纪都是偏大的。
但是看久了你会发觉演员长得好不好看并不是最重要的。
要有好的演技。
让观众跟你一起伤心一起感动。
国内这些垃圾演员。
长得都差不多，镜头拍来拍去，都是差不多的表情。
没有意义，剧情没有演技，没有表演。
国内的时尚剧，都市剧，职业剧。
我不知道用什么东西来形容。
看上去就像一个很华丽的泡沫。
你去看他的封面宣传片，演员长得都很养眼。
但如果你真的点进去看。
你发现是空气。
你看不到内容，还有 40 集，50 集 30 集。好神奇的内地电视剧。但说句实在话，最近 10 年香港剧也很烂还是那帮老演员，还是那帮老剧情。很少有创新。这一部新闻女王，让我们这些内地观众看到了真正的职业片是啥样子。希望香港 TVB 能多出一点好片子，能多出一点好演员。老演员们还是多当当绿叶吧。不管怎么说，电视剧电影的内容好像永远都是属于年轻人的。就算是个老年人，也喜欢看年轻人的爱恨情仇。年纪大的，好像吸引力就少了。人性使然。",0,0,5
1702130153-60,新闻女王，很爽的一部港剧。,https://movie.douban.com/review/15609047/,新闻女王，很爽的一部港剧。,"好久没有看如此爽的港剧了。
我记得上一次看港剧还是 10 年前的刑徒使者。
港剧的衰落让我挺难过。
80 后是看着港剧香港电影，台湾电视剧长大的一代人。
曾经那么辉煌的香港影视圈。
衰落的那么快。
这一部新闻女王，可能是 10 年之内最好的香港电视剧。
这里面没有国内的那些帅哥美女。
而且年纪都是偏大的。
但是看久了你会发觉演员长得好不好看并不是最重要的。
要有好的演技。
让观众跟你一起伤心一起感动。
国内这些垃圾演员。
长得都差不多，镜头拍来拍去，都是差不多的表情。
没有意义，剧情没有演技，没有表演。
国内的时尚剧，都市剧，职业剧。
我不知道用什么东西来形容。
看上去就像一个很华丽的泡沫。
你去看他的封面宣传片，演员长得都很养眼。
但如果你真的点进去看。
你发现是空气。
你看不到内容，还有 40 集，50 集 30 集。好神奇的内地电视剧。但说句实在话，最近 10 年香港剧也很烂还是那帮老演员，还是那帮老剧情。很少有创新。这一部新闻女王，让我们这些内地观众看到了真正的职业片是啥样子。希望香港 TVB 能多出一点好片子，能多出一点好演员。老演员们还是多当当绿叶吧。不管怎么说，电视剧电影的内容好像永远都是属于年轻人的。就算是个老年人，也喜欢看年轻人的爱恨情仇。年纪大的，好像吸引力就少了。人性使然。",0,0,5
